Rank	Word	PoS	Collins	Tag	Definition
3894	pit	n	3	cet4 cet6 ky toefl ielts	n. 深坑；矿井；陷阱；（英国剧场的）正厅后排；（物体或人体表面上的）凹陷；正厅后排的观众
3897	punish	v	2	cet4 cet6 ky zk gk	vt. 严厉对待；惩罚；[口]贪婪地吃喝
3903	departure	n		cet4 cet6 ky toefl gk	n. 离开；出发；违背
3904	elevator	n	1	cet4 cet6 ky toefl ielts	n. 电梯；升降舵；升降机；起卸机
3906	guidance	n	2	cet4 cet6 ky ielts gk	n. 指导，引导；领导
3907	happiness	n		cet4 gk	n. 幸福
3908	statue	n	2	cet4 cet6 ky toefl ielts gk	n. 雕像，塑像
3909	pursuit	n	2	cet4 cet6 ky ielts	n. 职业，工作；追赶，追求
3910	repair	n	3	cet4 cet6 ky toefl ielts zk gk	vi. 修复；修理
3911	decent	j	2	cet4 cet6 ky toefl ielts	adj. 得体的；正派的；相当好的
3913	oral	j	2	cet4 cet6 ky toefl ielts gk	adj. 口头的，口述的
3914	clerk	n	2	cet4 ky toefl gk	n. 职员，办事员；店员；书记；记帐员
3916	envelope	n	2	cet4 cet6 ky gk	n. 信封，封皮；[生]包膜；[天]包层；[数]包迹
3918	destination	n	2	cet4 cet6 ky toefl ielts gk	n. 目的地，终点
3919	fist	n	2	cet4 cet6 ky toefl ielts gk	n. 拳头；掌握；笔迹
3922	generous	j	3	cet4 cet6 ky toefl ielts gk	adj. 慷慨的，大方的；宽宏大量的；有雅量的
3923	bath	n	3	cet4 ky ielts gk	n. 浴室；沐浴；浴盆
3925	thereby	r	2	cet4 cet6 ky toefl ielts	adv. 从而，因此；在那附近；在那方面
3928	sunlight	n	2	cet4 cet6 toefl ielts gk	n. 日光
3929	feedback	n	2	cet4 cet6 ky ielts	n. 反馈；回复；成果，资料
3931	purple	j	2	cet4 cet6 ky toefl zk gk	adj. 紫色的；帝王的；华而不实的
3932	laser	n	2	cet4 cet6 ky toefl ielts gk	n. 激光
3933	bold	j	2	cet4 cet6 ky toefl ielts	adj. 大胆的，英勇的；厚颜无耻的；险峻的；黑体的
3934	reluctant	j	3	cet4 cet6 ky toefl ielts	adj. 勉强的；不情愿的；［罕］顽抗的
3937	practically	r	2	cet4 cet6 ky toefl ielts	adv. 几乎；事实上；实际地
3944	hint	n	3	cet4 cet6 ky toefl ielts	n. 暗示；线索
3945	sharply	r		cet4 cet6 toefl	adv. 急剧地；锐利地
3946	parade	n	2	cet4 cet6 ky toefl ielts	n. 游行；阅兵；行进；炫耀；阅兵场
3948	realm	n	2	cet4 cet6 ky toefl ielts	n. 领域，范围；王国
3951	cancel	v	3	cet4 cet6 ky toefl ielts zk gk	vt. 取消；删去
3952	blend	v	2	cet4 cet6 ky toefl ielts	vt. 混合
3955	peel	v	2	cet4 cet6 ky ielts	v. 剥，剥落；削
3958	hesitate	v	2	cet4 cet6 ky toefl	vi. 踌躇，犹豫；不愿
3965	candle	n	2	cet4 cet6 ky ielts zk gk	n. 蜡烛；烛光；烛形物
3973	lamp	n	2	cet4 cet6 ky toefl ielts zk gk	n. 灯；照射器
3974	garbage	n	1	cet4 cet6 ky toefl ielts gk	n. 垃圾；废物
3975	servant	n	3	cet4 cet6 ky zk gk	n. 仆人，佣人；公务员；雇工
3981	reception	n	2	cet4 cet6 ky toefl ielts gk	n. 接待；接收；招待会；感受；反应
3982	vanish	v	2	cet4 cet6 ky toefl ielts	vi. 消失；突然不见；[数]成为零
3983	automatically	r		cet4	adv. 自动地；机械地；无意识地
3984	chin	n	2	cet4 cet6 ky ielts	n. 下巴；聊天；引体向上动作
3986	necessity	n	2	cet4 cet6 ky toefl	n. 需要；必需品；必然性
3987	confess	v	2	cet4 cet6 ky toefl ielts	vt. 承认；坦白；供认；忏悔
3992	casual	j	2	cet4 cet6 ky toefl ielts gk	adj. 偶然的；随便的；临时的；非正式的
3993	gravity	n	2	cet4 cet6 ky toefl ielts gk	n. 重力，地心引力；庄严；严重性
3994	enroll	v		cet4 cet6 ky toefl ielts	vt. 登记；把...记入名册；使加入；使入伍
4000	chop	v	3	cet4 cet6 ky toefl ielts	n. 砍；排骨；商标；[网]削球；vt. 剁碎；砍；（俚）丑人
4003	isolate	v	1	cet4 cet6 ky toefl ielts	vt. 使孤立；使绝缘；使隔离
4006	productive	j	2	cet4 cet6 ky toefl ielts	adj. 多产的；富有成效的；能生产的；生产的，生产性的
4007	assembly	n	3	cet4 ky toefl	n. 装配；集会，集合
4011	steep	j	2	cet4 cet6 ky toefl ielts gk	adj. 陡峭的；夸大的；不合理的；急剧升降的
4017	dynamic	j	2	cet4 cet6 ky toefl ielts gk	adj. 动力的；动力学的；动态的；有活力的
4019	equation	n	2	cet4 cet6 ky toefl ielts	n. 方程式，等式；相等；反应式
4020	angel	n	2	cet4 ky	n. 天使；守护神；善人
4023	rage	n	3	cet4 cet6 ky toefl ielts	n. 愤怒；狂暴，肆虐；情绪激动
4026	toilet	n	2	cet4 cet6 ky zk gk	n. 厕所，盥洗室；梳妆，打扮
4028	precious	j	2	cet4 cet6 ky toefl ielts gk	adj. 宝贵的；珍贵的；矫揉造作的
4029	prohibit	v	2	cet4 cet6 ky toefl ielts gk	vt. 阻止，禁止
4036	tender	j	2	cet4 cet6 ky toefl ielts	adj. 柔软的；温柔的；脆弱的；幼稚的；难对付的
4039	outstanding	j	3	cet4 cet6 ky toefl gk	adj. 杰出的；显著的；未偿付的；未解决的
4040	stumble	v	2	cet4 cet6 ky toefl ielts	vi. 踌躇，蹒跚；失足；犯错
4041	lonely	j	3	cet4 cet6 ky zk gk	adj. 寂寞的；偏僻的
4042	automobile	n	2	cet4 cet6 ielts	n. 汽车
4043	artificial	j	2	cet4 cet6 ky toefl ielts gk	adj. 人造的；仿造的；虚伪的；非原产地的；武断的
4044	dawn	n	2	cet4 cet6 ky toefl ielts gk	n. 黎明；开端
4045	abstract	j	2	cet4 cet6 ky toefl ielts gk	n. 抽象；摘要；抽象的概念
4046	descend	v	2	cet4 cet6 ky toefl ielts	vi. 下降；下来；遗传；屈尊；下去
4047	silly	j	2	cet4 cet6 ky toefl zk gk	adj. 愚蠢的
4049	tide	n	3	cet4 cet6 ky toefl ielts	n. 潮汐；趋势，潮流
4052	readily	r	2	cet4 cet6 ky toefl ielts	adv. 容易地；乐意地；无困难地
4053	cooperate	v		cet4 cet6 ky toefl ielts	vi. 合作，配合；协力
4054	revolutionary	j	3	cet4 cet6 ky toefl	adj. 革命的；旋转的；大变革的
4056	hardware	n	2	cet4 cet6 ky toefl ielts	n. 计算机硬件；五金器具
4057	pillow	n	2	cet4 cet6 ky toefl ielts gk	n. 枕头
4061	continent	n	3	cet4 cet6 ky toefl gk	n. 大陆，洲，陆地
4062	seal	v	1	cet4 cet6 ky toefl ielts gk	n. 密封；封条；印章；海豹；标志
4063	circuit	n	3	cet4 cet6 ky toefl ielts gk	n. 电路，回路；环道；一圈；巡回
4066	shortage	n	3	cet4 cet6 ky toefl ielts	n. 不足；缺乏，缺少
4068	lately	r	2	cet4 cet6 ky toefl gk	adv. 近来，不久前
4070	scan	v	2	cet4 cet6 ky toefl ielts gk	vt. 扫描；细看；浏览；详细调查；标出格律
4071	fool	n	3	cet4 ky gk	vi. 开玩笑；欺骗；戏弄
4073	rear	j	3	cet4 cet6 ky toefl ielts	vt. 培养；树立；栽种
4077	undertake	v	2	cet4 cet6 ky toefl ielts gk	vt. 承担，保证；从事；同意；试图
4078	softly	r		cet4 cet6	adv. 温柔地；柔和地；柔软地；静静地
4083	ridiculous	j	2	cet4 cet6 ky toefl ielts gk	adj. 可笑的；荒谬的
4084	automatic	j	3	cet4 cet6 ky toefl ielts gk	adj. 自动的；无意识的；必然的
4085	diamond	n	2	cet4 cet6 ky gk	n. 钻石，金刚石；菱形；方块牌
4087	import	n	4	cet4 cet6 ky toefl gk	n. 输入；进口，进口货；意思，含义；重要性
4093	cart	n	2	cet4 cet6 ky toefl ielts	n. 二轮运货马车
4096	elder	n	2	cet4 ky ielts zk gk	n. 年长者；长辈；老人；父辈
4100	quantity	n	3	cet4 cet6 ky toefl gk	n. 量，数量；总量；大量
4102	mate	n	3	cet4 cet6 ky toefl	n. 同事；助手，大副；配偶；配对物
4104	Greek	j		cet4 cet6 gk	n. 希腊语；希腊人
4105	genius	n	2	cet4 cet6 ky toefl ielts	n. 天才，天赋；精神
4106	monument	n	2	cet4 cet6 ky toefl gk	n. 纪念碑；历史遗迹；不朽的作品
4109	sacrifice	n	3	cet4 cet6 ky ielts gk	n. 牺牲；供奉；祭品
4110	invitation	n	3	cet4 cet6 ky gk	n. 邀请；引诱
4111	accuracy	n		cet4 cet6 ky toefl ielts gk	n. 精确度，准确性
4115	treasure	n	2	cet4 cet6 ky toefl zk gk	n. 财富，财产；财宝；珍品
4116	loyalty	n	2	cet4 cet6 ky	n. 忠心；忠诚；忠实
4120	gasoline	n	2	cet4 cet6 ky toefl	n. 汽油
4121	stiff	j	2	cet4 cet6 ky toefl ielts	adj. 严厉的；呆板的；坚硬的；拘谨的；艰难的
4122	output	n	3	cet4 cet6 ky toefl ielts gk	n. 产量；输出，输出量；出产
4130	jaw	n	2	cet4 cet6 ky toefl gk	n. 颌；下巴；狭窄入口；唠叨
4132	mysterious	j	2	cet4 cet6 ky toefl	adj. 神秘的；不可思议的；难解的
4133	rocket	n	3	cet4 cet6 ky gk	vi. 飞驰，飞快地移动；迅速增加
4138	bow	n	1	cet4 cet6 ky toefl gk	n. 弓；鞠躬；船首
4142	carpet	n	2	cet4 cet6 ky ielts gk	vt. 在…上铺地毯，把地毯铺在…上；斥责
4144	bubble	n	2	cet4 ky toefl ielts	n. 气泡，泡沫，泡状物；透明圆形罩，圆形顶
4147	barn	n	2	cet4 cet6 ky toefl ielts	n. 谷仓；车库；畜棚；靶（核反应截面单位）
4148	sword	n	2	cet4 cet6 ky gk	n. 刀，剑；武力，战争
4151	glory	n	2	cet4 cet6 ky gk	n. 光荣，荣誉；赞颂
4153	protective	j	2	cet4 cet6	adj. 防护的；关切保护的；保护贸易的
4154	tuck	v	2	cet4 cet6 ky ielts	vt. 卷起；挤进；用某物舒适地裹住；使有褶裥；收拢；大口吃；使隐藏
4155	drum	n	3	cet4 cet6 ky zk gk	vt. 击鼓；大力争取
4156	faint	j	2	cet4 cet6 ky toefl ielts	adj. 头晕的；虚弱的；模糊的；衰弱的
4158	queen	n	4	cet4 cet6 ky zk gk	n. 女王，王后；（纸牌中的）皇后；（蜜蜂等的）蜂王
4160	input	n	2	cet4 cet6 ky	n. 投入；输入电路
4161	specialize	v	3	cet4 cet6 ky ielts	vi. 专门从事；详细说明；[生]特化
4162	northeast	n		cet4 cet6 ky gk	adj. 东北的；来自东北的；向东北的
4163	shallow	j	2	cet4 cet6 ky toefl ielts gk	adj. 浅的；肤浅的
4165	sail	v	3	cet4 cet6 ky toefl zk gk	vi. 航行；启航，开船
4166	merchant	n	3	cet4 cet6 ky toefl gk	n. 商人，批发商；店主
4167	stadium	n	3	cet4 cet6 ky ielts gk	n. 露天大型运动场；体育场
4173	refrigerator	n	1	cet4 cet6 toefl gk	n. 冰箱，冷藏库
4174	nest	n	2	cet4 cet6 ky gk	n. 巢，窝；安乐窝；温床
4177	lane	n	3	cet4 cet6 ky ielts	n. 小巷；航线；车道；[篮球]罚球区
4178	ancestor	n	2	cet4 cet6 ky toefl ielts gk	n. 始祖，祖先；被继承人
4179	condemn	v	3	cet4 cet6 ky toefl ielts gk	vt. 判刑，定罪；谴责；声讨
4180	steam	n	3	cet4 cet6 ky toefl ielts gk	vt. 蒸，散发；用蒸汽处理
4181	accent	n	2	cet4 ky zk gk	n. 口音；重音；重音符号；强调；特点
4183	optimistic	j	1	cet4 cet6 ky toefl gk	adj. 乐观的；乐观主义的
4184	unite	v	2	cet4 cet6 ky gk	vt. 使…混合；使…联合；使…团结
4185	cage	n	2	cet4 cet6 ky gk	n. 笼，兽笼；牢房，监狱
4186	equip	v	2	cet4 cet6 ky toefl gk	vt. 装备，配备
4190	rack	n	2	cet4 cet6 ky toefl ielts	n. 行李架；拷问台；齿条
4192	wolf	n	1	cet4 cet6 ky zk gk	n. 狼；残忍贪婪之人；色狼
4194	statute	n	1	cet4 ky ielts	n. 法令；法规；条例
4202	bless	v	2	cet4 cet6 ky ielts gk	vt. 祝福；保佑；赞美
4204	agriculture	n	3	cet4 cet6 ky toefl ielts gk	n. 农业；农艺，农学
4206	hostile	j	2	cet4 cet6 ky toefl ielts	adj. 敌对的，敌方的；怀敌意的
4210	instantly	r		cet4 cet6	adv. 即刻地；立即地；马上地
4217	orbit	n	2	cet4 cet6 ky toefl ielts gk	n. 轨道；眼眶；势力范围；生活常规
4218	grasp	v	2	cet4 cet6 ky toefl gk	n. 理解；控制；抓住
4219	patience	n	2	cet4 cet6 ky toefl gk	n. 耐性，耐心；忍耐，容忍
4220	spite	i	3	cet4 cet6 ky	n. 恶意；怨恨；不顾
4221	tropical	j	2	cet4 cet6 ky toefl	adj. 热带的；酷热的；热情的
4228	calm	v	3	cet4 cet6 ky toefl gk	adj. 静的，平静的；沉着的
4234	wagon	n	2	cet4 ky toefl	n. 货车，四轮马车
4235	afterward	r		cet4 cet6 ky gk	adv. 以后，后来
4237	ruin	v	3	cet4 cet6 ky toefl gk	n. 毁坏；灭亡；废墟
4241	reliability	n		cet4 cet6 toefl	n. 可靠性
4244	bush	n	2	cet4 ky toefl gk	
4250	bull	n	2	cet4 cet6 ky ielts	n. 公牛；看好股市者；粗壮如牛的人；[俚]胡说八道；印玺
4251	drawer	n	2	cet4 cet6 ky toefl ielts zk gk	n. 抽屉；开票人
4254	discourage	v	2	cet4 cet6 ky toefl gk	vt. 使气馁；阻止
4257	runner	n	3	cet4 cet6 gk	n. 走私者；跑步者；推销员；送信人
4259	intimate	j	2	cet4 cet6 ky toefl ielts	adj. 亲密的；私人的；精通的；[婉]有性关系的
4260	empire	n	3	cet4 cet6 ky gk	n. 帝国；帝王统治，君权
4265	neutral	j	2	cet4 cet6 ky toefl	adj. 中立的，中性的；中立国的；非彩色的
4266	biology	n	2	cet4 ky ielts gk	n. 生物学；（一个地区全部的）生物
4267	flexible	j	3	cet4 cet6 ky toefl ielts gk	adj. 灵活的；柔韧的；易弯曲的
4268	progressive	j	2	cet4 cet6 ky toefl	adj. 进步的；先进的
4273	republic	n	4	cet4 cet6 ky toefl gk	n. 共和国；共和政体
4275	terrific	j	2	cet4 cet6 ky toefl ielts	adj. 极好的；极其的，非常的；可怕的
4276	whale	n	2	cet4 cet6 ky toefl zk gk	vt. 猛揍；使惨败
4280	instinct	n	2	cet4 cet6 ky toefl ielts	n. 本能，直觉；天性
4282	aluminum	n		cet4 ky toefl	n. 铝
4283	whoever	p	2	cet4 cet6 ky	pron. 无论谁；任何人
4284	ministry	n	4	cet4 cet6 ky toefl gk	n. （政府的）部门
4286	instruct	v	3	cet4 cet6 ky toefl gk	vt. 命令；教授；指导；通知
4292	bee	n	2	cet4 ky zk gk	n. 蜜蜂，蜂；勤劳的人
4294	loop	n	2	cet4 cet6 ky toefl ielts	vi. 打环；翻筋斗
4296	whip	v	3	cet4 cet6 ky ielts	vt. 抽打；煽动；搅打（蛋，奶油）；[口]彻底击败
4297	puzzle	n	2	cet4 cet6 ky toefl ielts gk	vt. 使…困惑；使…为难；苦思而得出
4298	mushroom	n	2	cet4 cet6 ky toefl ielts gk	n. 蘑菇，伞菌；蘑菇形物体；暴发户
4299	subsidy	n	3	cet4 cet6 ky toefl ielts	n. 津贴；补助金；补贴
4300	boil	v	3	cet4 ky toefl ielts gk	vi. 煮沸，沸腾；激动，激昂
4302	mathematics	n	2	cet4 cet6 toefl ielts zk	n. 数学；数学运算
4303	mechanic	n	2	cet4 cet6 ky	n. 技工，机修工
4304	jar	n	2	cet4 cet6 ky toefl gk	n. 广口瓶；震动；刺耳声；罐
4306	earthquake	n	2	cet4 cet6 ky toefl gk	n. 地震；大动荡
4309	safely	r		cet4 cet6	adv. 安全地
4312	sympathy	n	3	cet4 cet6 ky toefl gk	n. 同情；赞同；慰问
4313	fisherman	n	2	cet4 cet6 ky zk gk	n. 渔夫；渔人
4316	sock	n	2	cet4 cet6 ky gk	n. 短袜；一击
4323	bureau	n	2	cet4 cet6 ky	n. 衣柜；局，处；办公桌
4326	ambition	n	3	cet4 cet6 ky toefl ielts gk	n. 野心，雄心；抱负，志向
4328	utilize	v	2	cet4 cet6 ky toefl	vt. 利用
4329	breeze	n	2	cet4 cet6 ky toefl ielts	n. 微风；轻而易举的事；煤屑；焦炭渣；小风波
4330	costly	j	2	cet4 cet6 ky ielts	adj. 昂贵的；代价高的
4333	presumably	r	3	cet4 cet6 ky toefl ielts	adv. 大概；可假定；推测起来
4334	influential	j	2	cet4 cet6 ky toefl	adj. 有影响的；有势力的
4335	translation	n	2	cet4 cet6 ky toefl gk	n. 翻译；译文；转化；调任
4336	uncertain	j	2	cet4 cet6 gk	adj. 含糊的；无常的；靠不住的；迟疑不决的
4337	dissolve	v	2	cet4 cet6 ky toefl ielts	vt. 使溶解；使液化；使分解
4339	statistical	j	2	cet4 cet6 ky	adj. 统计的；统计学的
4344	spell	v	3	cet4 cet6 ky zk gk	vt. 拼，拼写；拼成；意味着；迷住；招致；轮值
4345	insert	v	2	cet4 cet6 ky toefl ielts gk	vt. 插入；嵌入
4346	booth	n	1	cet4 cet6 ky ielts gk	n. 货摊；公用电话亭
4347	helmet	n	2	cet4 cet6 ky ielts gk	n. 钢盔，头盔
4348	waist	n	2	cet4 cet6 ky toefl gk	n. 腰，腰部
4350	lion	n	2	cet4 cet6 ky zk gk	n. 狮子；名人；勇猛的人；社交场合的名流
4352	royal	j	4	cet4 cet6 ky ielts gk	adj. 皇家的；盛大的；高贵的；女王的；第一流的
4355	crush	v	2	cet4 cet6 ky toefl ielts	vt. 压碎；弄皱，变形；使…挤入
4357	cliff	n	2	cet4 cet6 ky toefl ielts	n. 绝壁；悬崖
4359	cord	n	2	cet4 cet6 ky toefl	n. 束缚；绳索
4360	fortunately	r	2	cet4 cet6	adv. 幸运地
4362	illusion	n	2	cet4 cet6 ky toefl ielts	n. 幻觉，错觉；错误的观念或信仰
4364	tolerate	v	2	cet4 cet6 ky toefl gk	vt. 忍受；默许；宽恕
4373	decorate	v	3	cet4 cet6 ky toefl ielts gk	vt. 装饰；布置；授勋给
4376	pulse	n	2	cet4 cet6 ky toefl gk	n. 脉搏；脉冲
4377	equivalent	n	3	cet4 cet6 ky toefl ielts	adj. 等价的，相等的；同意义的
4381	diary	n	3	cet4 cet6 ky ielts zk gk	n. 日记簿；日志，日记
4384	spoon	n	2	cet4 cet6 ky toefl zk gk	n. 匙，勺子；一杓的量
4385	midst	n	2	cet4 cet6 ky	n. 当中，中间
4389	soap	n	2	cet4 cet6 ky toefl zk gk	n. 肥皂
4391	rival	n	4	cet4 cet6 ky toefl ielts	n. 竞争者；对手
4393	punch	v	3	cet4 cet6 ky toefl	n. 冲压机；打洞器；钻孔机
4394	pin	n	3	cet4 cet6 ky ielts gk	n. 大头针，针；栓；琐碎物
4397	persist	v	2	cet4 cet6 ky toefl ielts	vi. 持续，固执；存留，坚持
4401	purse	n	2	cet4 cet6 ky ielts zk gk	n. 钱包，小钱袋；金钱，财源
4402	shed	v	3	cet4 cet6 ky toefl ielts	vt. 散发；流出；摆脱；倾吐
4403	liquid	n	2	cet4 cet6 ky toefl gk	adj. 液体的；清澈的；明亮的；易变的
4405	elephant	n	2	cet4 cet6 ky zk gk	n. 象；大号图画纸
4406	consequently	r	2	cet4 cet6 ky toefl	adv. 所以；因此；结果
4413	bicycle	n	2	cet4 ky ielts zk gk	n. 自行车
4415	cheat	v	2	cet4 cet6 ky zk gk	vt. 欺骗；骗取
4417	heal	v	3	cet4 cet6 ky toefl ielts	vt. 治愈，痊愈；和解
4418	fever	n	2	cet4 cet6 ky ielts zk gk	n. 发烧，发热；狂热
4419	filter	n	2	cet4 cet6 ky toefl ielts	vi. 慢慢传开；滤过；渗入
4420	rabbit	n	2	cet4 cet6 ky zk gk	n. 兔子，野兔
4421	coin	n	1	cet4 cet6 ky toefl ielts zk gk	vt. 杜撰，创造；铸造（货币）
4422	exploit	v	3	cet4 cet6 ky toefl ielts gk	vt. 开发，开拓；剥削；开采
4424	organism	n	2	cet4 cet6 ky toefl ielts	n. 有机体；生物体；微生物
4426	partially	r	2	cet4 cet6 toefl	adv. 部分地；偏袒地
4428	upstairs	r	2	cet4 cet6 ky zk gk	adv. 在楼上，向楼上；往楼上；上楼
4432	conservation	n	2	cet4 cet6 ky toefl ielts gk	n. 保存，保持；保护
4436	stove	n	1	cet4 cet6 ky toefl gk	n. 火炉；窑；温室
4437	consent	n	2	cet4 cet6 ky ielts	vi. 同意；答应；赞成
4438	comprise	v	2	cet4 cet6 ky toefl ielts	vt. 包含；由…组成
4440	alike	r	2	cet4 cet6 ky toefl gk	adj. 相同的；相似的
4444	dam	n	2	cet4 cet6 ky toefl ielts gk	v. 筑坝；控制
4446	well-known	j		cet4 cet6	adj. 著名的；众所周知的；清楚明白的
4453	preliminary	j	2	cet4 cet6 ky toefl ielts	n. 初步措施；预赛；准备
4455	shy	j	2	cet4 cet6 ky toefl zk	adj. 害羞的；畏缩的，胆怯的
4459	gross	j	3	cet4 cet6 ky ielts	adj. 总共的；粗野的；恶劣的；显而易见的
4466	frontier	n	2	cet4 cet6 ky toefl ielts gk	n. 边界；国境；前沿
4467	spray	n	3	cet4 cet6 ky toefl ielts gk	n. 水沫；喷雾；喷雾器
4469	disclose	v	3	cet4 cet6 ky ielts	vt. 揭露；公开
4472	beast	n	2	cet4 ky toefl gk	n. 野兽；畜生，人面兽心的人
4473	interfere	v	2	cet4 cet6 ky toefl	vi. 干涉；打扰；妨碍
4477	notebook	n	2	cet4 cet6 ky ielts zk gk	n. 笔记本，笔记簿；手册
4478	outline	v	3	cet4 cet6 ky toefl ielts gk	n. 轮廓；大纲；概要；略图
4482	uncover	v	2	cet4 cet6 ky toefl	vt. 揭露；发现；揭开
4483	behalf	i	3	cet4 cet6 ky toefl ielts gk	n. 利益；代表
4487	mill	n	3	cet4 cet6 ky toefl	vi. 乱转；被碾磨
4488	installation	n	2	cet4 cet6 ky	n. 安装，装置；就职
4489	stimulate	v	3	cet4 cet6 ky toefl ielts	vt. 刺激；鼓舞，激励
4490	tag	n	2	cet4 cet6 ky toefl ielts	n. 标签；结束语；附属物；名称
4491	vertical	j	2	cet4 cet6 ky toefl ielts gk	adj. 垂直的，直立的；头顶的，顶点的
4493	fleet	n	3	cet4 cet6 ky ielts	adj. 快速的，敏捷的
4494	catalog	n		cet4 cet6 ky ielts	n. 目录；登记
4499	compel	v	2	cet4 cet6 ky toefl ielts	vt. 强迫，迫使；强使发生
4502	instant	j	3	cet4 cet6 ky toefl gk	adj. 立即的；紧急的；紧迫的
4504	proclaim	v	2	cet4 cet6 ky toefl ielts	vt. 声明；宣告，公布；表明；赞扬
4505	worldwide	r	3	cet4 ky toefl gk	adj. 全世界的
4511	constitution	n	3	cet4 cet6 ky toefl ielts gk	n. 宪法；体质；章程；构造
4514	scent	n	2	cet4 cet6 ky toefl ielts	n. 气味；痕迹；嗅觉；察觉能力
4515	stack	n	2	cet4 cet6 ky toefl ielts	n. 堆；堆叠
4517	sack	n	3	cet4 cet6 ky toefl ielts	n. 麻布袋；洗劫
4518	cease	v	3	cet4 cet6 ky toefl ielts	vi. 停止；终了
4519	inherit	v	2	cet4 cet6 ky toefl ielts	vt. 继承；遗传而得
4520	tray	n	2	cet4 cet6 ky toefl	n. 托盘；文件盒；隔底匣；（无线电的）发射箱
4523	textbook	n	1	cet4 cet6 ky ielts gk	n. 教科书，课本
4525	nasty	j	2	cet4 cet6 ky ielts	adj. 下流的；肮脏的；脾气不好的；险恶的；n. 令人不快的事物；性的吸引力
4526	shrink	v	2	cet4 cet6 ky toefl ielts gk	vi. 收缩；畏缩
4529	dot	n	2	cet4 ky toefl ielts gk	n. 点，圆点；嫁妆
4530	wheat	n	2	cet4 cet6 ky toefl zk gk	n. 小麦；小麦色
4531	fierce	j	3	cet4 cet6 ky toefl ielts gk	adj. 凶猛的；暴躁的；猛烈的
4533	rational	j	2	cet4 cet6 ky toefl ielts	adj. 理性的；合理的
